date,state,cases_new,checkins,unique_ind,unique_loc
2021-06-09,Selangor,2291,7.0923342885014895,34.761327372153225,43.35208626347866
2021-06-09,Terengganu,171,-92.32913526311289,-89.72285827297712,-81.10642287857478
2021-06-09,Kuala Lumpur,704,-24.63271433223356,-3.8718484825462363,-21.937412095639942
2021-06-09,Labuan,200,-99.24856666059239,-99.20639490217576,-99.27449601500234
2021-06-09,Putrajaya,17,-96.73508500149278,-94.80289846086127,-97.91256446319737
2021-06-10,Johor,524,-48.07782136002112,-35.63458597382881,-13.509142053445855
2021-06-10,Kedah,309,-83.09671495559581,-75.9479124683626,-65.15471167369901
2021-06-10,Kelantan,262,-92.88361266049816,-90.0046776843793,-77.18588842006564
2021-06-10,Melaka,184,-88.0211108696442,-84.5731127519536,-79.07055789967183
2021-06-10,Negeri Sembilan,593,-85.21595315499076,-81.06386146422764,-76.63853727144867
2021-06-10,Pahang,112,-82.14923750723077,-79.35979433179125,-67.1038443506798
2021-06-10,Perak,143,-72.08950829678287,-66.14991825124787,-49.613220815752456
2021-06-10,Perlis,3,-95.00152455725323,-92.54657157759931,-90.84270979840599
2021-06-10,Penang,166,-69.95717285881908,-62.44224865452694,-54.42686357243319
2021-06-10,Sabah,233,-68.776155620615,-69.25967553291703,-45.842709798406
2021-06-10,Sarawak,631,-71.40712558856407,-67.80560729323561,-52.72151898734177
2021-06-10,Selangor,1510,6.481046928041323,34.81685996893582,44.13384903891233
2021-06-10,Terengganu,108,-92.3157064488841,-89.6727085904839,-81.31504922644164
2021-06-10,Kuala Lumpur,769,-25.898007050680093,-4.612373957188121,-21.583450539146742
2021-06-10,Labuan,106,-99.19103828358755,-99.15679032492702,-99.28035630567275
2021-06-10,Putrajaya,18,-96.67095274259353,-94.76726220550263,-97.93366150961089
2021-06-11,Johor,426,-49.6670634982586,-37.23494683350067,-18.470464135021093
2021-06-11,Kedah,161,-83.68694726164787,-76.81169986641514,-71.74636661978434
2021-06-11,Kelantan,248,-94.9540263439625,-92.36137207078328,-86.21190811064228
2021-06-11,Melaka,170,-88.37774812324723,-84.8041692374625,-79.36591654946086
2021-06-11,Negeri Sembilan,685,-85.3502965598887,-81.0948643250081,-76.72878574777309
2021-06-11,Pahang,89,-82.0742185141625,-79.24988748687063,-67.43553680262542
2021-06-11,Perak,161,-70.4755085092676,-64.91327886596305,-49.47843413033286
2021-06-11,Perlis,2,-94.74919548001587,-92.29643640853321,-90.81809657759024
2021-06-11,Penang,205,-66.92082401525137,-60.481436951934995,-53.1727613689639
2021-06-11,Sabah,309,-69.97869764541215,-69.87210127510338,-46.61978434130333
2021-06-11,Sarawak,699,-73.09597858131762,-68.79838021976599,-53.57126113455227
2021-06-11,Selangor,2558,8.087669157122246,37.10623385764509,43.302859821847164
2021-06-11,Terengganu,66,-94.84076562477766,-92.36709567585044,-89.4678856071261
2021-06-11,Kuala Lumpur,884,-24.303680752323064,-2.967382605623514,-21.610407876230664
2021-06-11,Labuan,176,-99.29421357644829,-99.25388719660208,-99.3190342240975
2021-06-11,Putrajaya,10,-96.62939525987726,-94.59282852726531,-97.92428504453821
2021-06-12,Johor,504,-51.67555542722349,-39.26444179689855,-22.607829348335674
2021-06-12,Kedah,171,-82.60076066219528,-76.23014070869813,-66.7909048288795
2021-06-12,Kelantan,337,-93.33088059449305,-90.70050452897286,-79.3061415846226
2021-06-12,Melaka,178,-89.35702920366441,-86.0436704252809,-81.643225503985
2021-06-12,Negeri Sembilan,618,-86.49710624250588,-82.37313612334096,-79.28856071261134
2021-06-12,Pahang,121,-83.74765323872742,-80.9193404362818,-70.87904360056258
2021-06-12,Perak,218,-71.63146415383895,-66.25198920827893,-53.176277543366155
2021-06-12,Perlis,5,-95.17247944127291,-93.10898391360355,-91.81551804969527
2021-06-12,Penang,198,-69.36906816325184,-63.293362355645066,-58.48101265822785
2021-06-12,Sabah,378,-71.76768648747674,-71.65868371392467,-52.48124706985466
2021-06-12,Sarawak,569,-71.53110725408796,-68.3704044646845,-59.28270042194092
2021-06-12,Selangor,1582,3.4925831360343107,30.374524778951304,23.19151429910924
2021-06-12,Terengganu,82,-92.70762887896893,-90.2551535442232,-83.65564932020628
2021-06-12,Kuala Lumpur,559,-31.786735509142027,-10.395259219688658,-34.634317862165965
2021-06-12,Labuan,250,-99.22795370706423,-99.23603499984499,-99.52883263009845
2021-06-12,Putrajaya,23,-97.00305339735876,-95.04315359737096,-98.90178152836381
2021-06-13,Johor,363,-52.56848867952342,-40.724369917958256,-31.455696202531648
2021-06-13,Kedah,301,-82.71670161796489,-76.18203517087176,-66.75925925925925
2021-06-13,Kelantan,179,-92.9131781568455,-89.98757500733336,-76.69362400375059
2021-06-13,Melaka,145,-90.8547011971401,-87.5976292010154,-86.60689170182842
2021-06-13,Negeri Sembilan,331,-88.02030956179928,-84.15011108222811,-84.17604313173933
2021-06-13,Pahang,78,-86.5870185089678,-83.24857514599452,-78.07548054383497
2021-06-13,Perak,121,-76.40695496525571,-70.3122056218748,-65.58485700890763
2021-06-13,Perlis,5,-96.20279554202051,-94.49675372792366,-94.04242850445382
2021-06-13,Penang,256,-74.3373149583313,-67.77794320207767,-68.83966244725738
2021-06-13,Sabah,335,-76.90862893879071,-75.94341535009555,-65.02344116268166
2021-06-13,Sarawak,544,-75.79713206396039,-71.95140523021668,-72.98874824191279
2021-06-13,Selangor,2000,-7.489451403925884,18.53293100023745,-8.348570089076423
2021-06-13,Terengganu,46,-92.02579879685008,-89.33181339820995,-80.30707923112986
2021-06-13,Kuala Lumpur,462,-37.59519502658615,-16.55208667991045,-50.18635724331927
2021-06-13,Labuan,158,-99.2339220689437,-99.28604840602709,-99.75738396624473
2021-06-13,Putrajaya,7,-97.0080270322583,-95.00588202627884,-99.07993436474449
2021-06-14,Johor,430,-49.155884355804446,-35.822851697645106,-13.747069854664796
2021-06-14,Kedah,199,-81.35572169031192,-74.36847002244811,-63.462259728082515
2021-06-14,Kelantan,214,-92.53827661063913,-89.59380460634372,-76.1755743084857
2021-06-14,Melaka,119,-87.75115301981842,-84.24577705263638,-78.85489920300047
2021-06-14,Negeri Sembilan,323,-84.78034563170482,-80.54321781758259,-76.02320675105486
2021-06-14,Pahang,61,-81.15097372028029,-78.56305487881117,-66.29043600562588
2021-06-14,Perak,136,-70.6115650550754,-64.78531540981865,-48.85372714486639
2021-06-14,Perlis,1,-94.44403534762323,-92.0277676611544,-90.48757618377871
2021-06-14,Penang,214,-67.58836871268652,-60.72768824613411,-52.571495546179094
2021-06-14,Sabah,273,-66.90512943401279,-67.75341346607556,-44.7667604313174
2021-06-14,Sarawak,744,-69.27537040800523,-65.95477057371986,-52.7977027660572
2021-06-14,Selangor,1496,5.865918816186477,35.46199202579166,45.5801687763713
2021-06-14,Terengganu,86,-91.75293965999956,-89.03255061898405,-79.8792780121894
2021-06-14,Kuala Lumpur,503,-26.032378086883046,-3.519574218293531,-20.673933427097978
2021-06-14,Labuan,113,-98.96998784360737,-98.98733073204569,-99.29324894514768
2021-06-14,Putrajaya,10,-96.3546295629819,-94.35931906815621,-97.86216596343179
2021-06-15,Johor,366,-49.16815265522334,-35.31985583329046,-13.014533520862637
2021-06-15,Kedah,252,-81.4039935801426,-74.15880891778552,-62.985232067510545
2021-06-15,Kelantan,245,-92.45212220165686,-89.41535077692828,-75.7794186591655
2021-06-15,Melaka,155,-87.83973898364047,-84.2404622765026,-78.6615096108767
2021-06-15,Negeri Sembilan,396,-85.00976835709925,-80.55779938287273,-75.92709798406001
2021-06-15,Pahang,32,-81.38929372588392,-78.55079001081012,-65.80285982184716
2021-06-15,Perak,68,-70.70921408693664,-64.6455640527621,-47.99695264885139
2021-06-15,Perlis,1,-94.5347489219301,-91.9623550318154,-90.41373652133146
2021-06-15,Penang,124,-68.64637138104163,-61.11600759467881,-52.359353023909996
2021-06-15,Sabah,230,-67.31824507503073,-67.91667248680079,-44.23933427097984
2021-06-15,Sarawak,718,-69.94042828799058,-66.2765870824366,-52.06751054852321
2021-06-15,Selangor,1996,9.339781743084963,39.06663673130366,49.702297233942794
2021-06-15,Terengganu,43,-91.65136698282866,-88.84585207274566,-79.4549929676512
2021-06-15,Kuala Lumpur,650,-22.921203669382038,-1.1829124496246068,-18.454055321143926
2021-06-15,Labuan,138,-99.81561630175153,-99.73664602875499,-99.74800750117205
2021-06-15,Putrajaya,5,-96.37399910778515,-94.35196014735557,-97.84575714955461
2021-06-16,Johor,392,-46.34055832091191,-33.12294542167808,-11.200187529301452
2021-06-16,Kedah,228,-80.87830800256474,-73.67911630263289,-62.03586497890296
2021-06-16,Kelantan,230,-92.64299925657974,-89.61015776367847,-75.95991561181434
2021-06-16,Melaka,152,-87.89362002838564,-84.12517251729261,-78.54664791373652
2021-06-16,Negeri Sembilan,607,-85.00098160211003,-80.4627466558645,-75.41022034692921
2021-06-16,Pahang,57,-81.37782673430995,-78.49375837460518,-65.2121425222691
2021-06-16,Perak,66,-69.60553687142063,-63.77823347062036,-46.71120487576184
2021-06-16,Perlis,8,-94.49645193320353,-91.9772091497278,-90.17229254571026
2021-06-16,Penang,99,-66.50881362643332,-59.728510332980946,-51.12986404125645
2021-06-16,Sabah,184,-68.28144473593936,-68.2192740356492,-44.43975621190811
2021-06-16,Sarawak,570,-69.99190540920097,-66.0165718808141,-52.06868260665729
2021-06-16,Selangor,1914,6.370107238476264,37.24932398432414,49.74566338490389
2021-06-16,Terengganu,56,-91.94063911484773,-89.10143829425667,-79.37763713080169
2021-06-16,Kuala Lumpur,480,-25.715419387256468,-3.4451673524204196,-18.51031411157994
2021-06-16,Labuan,101,-99.69210436841261,-99.59560004674277,-99.69292076887014
2021-06-16,Putrajaya,6,-96.50104784816376,-94.48108195214454,-97.78129395218002
2021-06-17,Johor,449,-49.294427719062014,-35.27318119673086,-12.032348804500703
2021-06-17,Kedah,197,-82.18537925416753,-74.85933729511282,-62.76254102203469
2021-06-17,Kelantan,154,-92.69425532735013,-89.66800705775016,-76.02672292545711
2021-06-17,Melaka,184,-88.01727011824954,-84.1890179690537,-78.38138771683076
2021-06-17,Negeri Sembilan,1086,-85.10860553507538,-80.55575523820589,-75.3832630098453
2021-06-17,Pahang,54,-81.78784766916817,-78.72856245866996,-65.1347866854196
2021-06-17,Perak,30,-70.96433392597878,-64.6517646249182,-47.07102672292546
2021-06-17,Perlis,0,-94.63206637813137,-92.07403346878063,-90.18518518518519
2021-06-17,Penang,97,-68.09112030711643,-60.828941545298406,-51.407641819034225
2021-06-17,Sabah,248,-68.13533039511246,-68.1047337961504,-44.1783872480075
2021-06-17,Sarawak,559,-71.21597222059121,-66.87211456204372,-52.73323956868261
2021-06-17,Selangor,1858,7.653470830391185,38.174231307915306,50.63173933427099
2021-06-17,Terengganu,77,-91.7802946519471,-88.98212838386857,-79.42217533989687
2021-06-17,Kuala Lumpur,641,-25.776871409570955,-3.779453143604905,-18.70253164556962
2021-06-17,Labuan,97,-99.60658547944527,-99.49530068175632,-99.66244725738397
2021-06-17,Putrajaya,7,-96.4471944347236,-94.38991310000331,-97.8398968588842
2021-06-18,Johor,592,-50.36121714240635,-36.33068537104462,-17.862165963431785
2021-06-18,Kedah,159,-83.2072401755859,-75.99594986803343,-70.72784810126582
2021-06-18,Kelantan,200,-94.78572406522258,-92.1491898543649,-86.18026254102203
2021-06-18,Melaka,223,-87.82702858334162,-84.04483763188566,-78.56188466947961
2021-06-18,Negeri Sembilan,870,-85.02104192953823,-80.40489736179282,-75.42780121894046
2021-06-18,Pahang,79,-81.60531526835454,-78.60441473923699,-65.58485700890763
2021-06-18,Perak,357,-69.44685028681985,-63.56884491858001,-47.35349273323956
2021-06-18,Perlis,2,-94.50620578386766,-91.94511607845837,-90.42428504453821
2021-06-18,Penang,122,-66.07514029449722,-59.387478864395874,-51.11462728551336
2021-06-18,Sabah,199,-70.82976947064084,-69.61365325105878,-45.373886544772624
2021-06-18,Sarawak,536,-70.29991156600836,-66.16320519158234,-52.416783872480075
2021-06-18,Selangor,2095,11.296907076059458,41.92407842292876,50.280121894045934
2021-06-18,Terengganu,32,-94.56898410882204,-91.97789053128342,-88.84435067979372
2021-06-18,Kuala Lumpur,816,-22.453129362724013,-0.6216584622649179,-18.357946554149084
2021-06-18,Labuan,152,-99.62059455107902,-99.51581026658032,-99.6812001875293
2021-06-18,Putrajaya,6,-96.37192675991034,-94.1961963237421,-97.85513361462729
2021-06-19,Johor,498,-48.86382146198064,-35.94686314076696,-20.424285044538205
2021-06-19,Kedah,204,-82.60078829350027,-75.893470082069,-66.09470229723394
2021-06-19,Kelantan,223,-93.12486158443153,-90.3783473294783,-78.90060947022972
2021-06-19,Melaka,134,-88.45635918596517,-84.96068258078715,-80.72433192686357
2021-06-19,Negeri Sembilan,770,-85.53305001114232,-81.3566511186752,-78.2090951711205
2021-06-19,Pahang,56,-82.95297690699869,-80.03402138107182,-69.28270042194093
2021-06-19,Perak,245,-71.90202989237469,-65.9094587002715,-52.154242850445385
2021-06-19,Perlis,0,-94.99505883188381,-92.85993895502644,-91.53774027191749
2021-06-19,Penang,167,-68.99331004659052,-62.45424096990576,-57.35466479137366
2021-06-19,Sabah,201,-69.5911962241269,-69.78699671880713,-50.84153774027192
2021-06-19,Sarawak,569,-71.32892899542107,-67.7052397900936,-59.64135021097046
2021-06-19,Selangor,2111,8.793510843283947,37.22050154452163,28.01922175339897
2021-06-19,Terengganu,62,-92.38406629744796,-89.76271909398056,-82.51172058134082
2021-06-19,Kuala Lumpur,483,-28.0311990590988,-6.477655965682905,-32.51172058134083
2021-06-19,Labuan,185,-99.65198371355622,-99.57774784998567,-99.83122362869197
2021-06-19,Putrajaya,3,-96.74732566960668,-94.63541487449122,-98.82794186591654
2021-06-20,Johor,627,-51.90997941882247,-39.20018751620411,-31.19784341303329
2021-06-20,Kedah,170,-83.86674416326674,-77.34024753910533,-70.9634317862166
2021-06-20,Kelantan,167,-92.32825106135296,-89.27117043976025,-75.93413033286451
2021-06-20,Melaka,183,-90.5948564049434,-87.16372542640006,-86.41233005157056
2021-06-20,Negeri Sembilan,693,-87.79773940004424,-83.69167757161064,-84.14674167838724
2021-06-20,Pahang,77,-85.71638371980089,-82.27828781079943,-77.09915611814347
2021-06-20,Perak,205,-74.86065187498437,-68.44072304122393,-64.86404125644631
2021-06-20,Perlis,2,-95.86157655660611,-94.06877797284217,-93.91584622597281
2021-06-20,Penang,114,-73.27936755258617,-66.58995445986373,-68.46225972808251
2021-06-20,Sabah,163,-74.7935354351454,-74.06975234846671,-64.02601969057665
2021-06-20,Sarawak,661,-73.35643126222426,-69.73848235204736,-72.95124238162212
2021-06-20,Selangor,1680,-8.631508502083474,20.167906042934526,-9.757383966244726
2021-06-20,Terengganu,12,-91.51111047866124,-88.57030137165513,-79.08579465541492
2021-06-20,Kuala Lumpur,379,-39.73289093771945,-16.891619109073176,-51.24003750586029
2021-06-20,Labuan,156,-99.7123581149758,-99.65269982110327,-100.0
2021-06-20,Putrajaya,4,-96.9868890839352,-94.946193002007,-99.04008438818566
2021-06-21,Johor,314,-46.81037339978478,-32.942924414684725,-11.563525550867325
2021-06-21,Kedah,182,-81.98151548589581,-74.80101103395222,-63.50093764650726
2021-06-21,Kelantan,219,-92.80105032116556,-89.68436021508491,-76.05836849507736
2021-06-21,Melaka,205,-87.56685221548494,-83.8032878704203,-78.38255977496485
2021-06-21,Negeri Sembilan,437,-84.56100833263449,-79.91355312203919,-75.17932489451476
2021-06-21,Pahang,50,-80.65396943728985,-77.76958605729806,-64.56516643225504
2021-06-21,Perak,453,-69.25025355176248,-63.17391616894583,-46.551804969526486
2021-06-21,Perlis,0,-94.46191280195663,-91.81647124075833,-90.23558368495077
2021-06-21,Penang,84,-66.89722688078349,-59.77286827225146,-51.26113455227379
2021-06-21,Sabah,166,-67.82420190084036,-67.80908233916925,-43.53727144866385
2021-06-21,Sarawak,682,-70.7902290731894,-66.16177429031555,-52.6840131270511
2021-06-21,Selangor,1346,10.306932680608227,41.28010471471746,50.15119549929676
2021-06-21,Terengganu,18,-91.91466568815005,-88.92898062253063,-78.88654477262072
2021-06-21,Kuala Lumpur,310,-22.869229184681707,-1.045954756946088,-18.408345053914676
2021-06-21,Labuan,130,-99.53297568293188,-99.41019612546006,-99.64721050164088
2021-06-21,Putrajaya,15,-96.32674957623941,-94.17118962065103,-97.85278949835912
2021-06-22,Johor,239,-46.40344717108628,-32.469500509843755,-10.74074074074074
2021-06-22,Kedah,142,-81.21460861568957,-73.68286390118877,-61.83309892170652
2021-06-22,Kelantan,165,-92.92762932935922,-89.85061731465484,-76.19549929676512
2021-06-22,Melaka,167,-87.6465408990978,-83.75266122083815,-78.24425691514298
2021-06-22,Negeri Sembilan,585,-84.8530988577633,-80.16443781081645,-75.15353961556494
2021-06-22,Pahang,131,-81.36064006260149,-78.14734399173075,-64.49835911861229
2021-06-22,Perak,68,-69.22781693210449,-63.11027513165144,-45.782934833567744
2021-06-22,Perlis,2,-94.38089781570389,-91.7263925991061,-90.09376465072667
2021-06-22,Penang,195,-65.88561717351921,-58.99997717371789,-50.365682137834035
2021-06-22,Sabah,193,-68.12775941754315,-67.89991050053267,-43.34505391467417
2021-06-22,Sarawak,507,-70.87384140211188,-66.12273112717885,-52.335911861228325
2021-06-22,Selangor,1566,10.088590108517813,41.4679616096004,52.31715893108297
2021-06-22,Terengganu,37,-91.95511791866643,-88.95351035853275,-79.0365682137834
2021-06-22,Kuala Lumpur,635,-22.874700183071205,-0.8317965340164379,-17.872714486638543
2021-06-22,Labuan,104,-99.56455826454405,-99.44603679528538,-99.63431786216597
2021-06-22,Putrajaya,7,-96.44572997555872,-94.3488939303553,-97.82700421940929
2021-06-23,Johor,282,-45.63156666598049,-31.82511797269909,-10.016408813877165
2021-06-23,Kedah,189,-81.39675417823324,-73.70296465707939,-61.62095639943741
2021-06-23,Kelantan,81,-92.93274112078376,-89.7976739677836,-76.06891701828411
2021-06-23,Melaka,180,-87.51617640211948,-83.58504135815697,-77.95475855602439
2021-06-23,Negeri Sembilan,677,-84.70107141766692,-79.98543887615652,-74.7737927801219
2021-06-23,Pahang,245,-81.28642237737814,-78.01590548965271,-64.09517112048758
2021-06-23,Perak,75,-69.48114073632178,-63.12363021014148,-45.535630567276144
2021-06-23,Perlis,1,-94.55748948594305,-91.85571881836174,-90.11954992967651
2021-06-23,Penang,159,-65.95284413857819,-59.01653474551932,-50.33169245194562
2021-06-23,Sabah,129,-67.44468592669939,-67.36529853199751,-42.403891233005155
2021-06-23,Sarawak,577,-70.98351005164704,-66.08178009568641,-52.414439756211905
2021-06-23,Selangor,2001,11.132307392189201,42.74923148677796,53.441162681669006
2021-06-23,Terengganu,27,-91.96979014162011,-88.93865624062036,-78.82794186591656
2021-06-23,Kuala Lumpur,531,-22.582001769232463,-0.4678706451627157,-16.739334270979846
2021-06-23,Labuan,77,-99.51457323380353,-99.39029978403612,-99.57219878105954
2021-06-23,Putrajaya,13,-96.44625497035368,-94.35311849600012,-97.78598218471636
2021-06-24,Johor,346,-48.73323591456234,-34.03919919951295,-10.38326300984529
2021-06-24,Kedah,271,-81.52405160035683,-73.83426688284632,-61.687763713080166
2021-06-24,Kelantan,135,-92.72456686893243,-89.56702631120808,-75.94350679793718
2021-06-24,Melaka,247,-87.65958287505663,-83.65597317809645,-77.87740271917487
2021-06-24,Negeri Sembilan,781,-85.01211701802404,-80.18930823759638,-74.81012658227849
2021-06-24,Pahang,162,-81.74004551152247,-78.29070667103205,-64.15142991092357
2021-06-24,Perak,120,-69.62579061798381,-63.29847271731217,-45.26840131270511
2021-06-24,Perlis,5,-94.48365863898968,-91.79909601109017,-90.12189404594469
2021-06-24,Penang,108,-66.39560816985848,-59.321180439034585,-50.15588373183311
2021-06-24,Sabah,203,-67.8248650521603,-67.5553358478584,-42.58321612751993
2021-06-24,Sarawak,581,-71.07397494420894,-66.16082035613769,-52.74730426629161
2021-06-24,Selangor,2072,9.405571880284057,41.36391464605806,53.06962025316455
2021-06-24,Terengganu,29,-91.64548151486419,-88.69295005166575,-78.5419596812002
2021-06-24,Kuala Lumpur,552,-23.70142882859707,-1.5104525634085153,-17.390998593530238
2021-06-24,Labuan,212,-99.51194825982877,-99.39588711279215,-99.55227379278013
2021-06-24,Putrajaya,17,-96.51110564318287,-94.40940061249388,-97.8187998124707
2021-06-25,Johor,196,-49.161134303753975,-34.8982169266762,-15.862634786685415
2021-06-25,Kedah,186,-83.94394602942982,-76.43721256344939,-70.97280825128927
2021-06-25,Kelantan,98,-94.9161161935059,-92.25609862044082,-86.27285513361463
2021-06-25,Melaka,223,-87.58439809415836,-83.74993569461569,-78.31223628691984
2021-06-25,Negeri Sembilan,658,-85.25969351080184,-80.40496549994839,-75.28715424285043
2021-06-25,Pahang,139,-81.88662958453432,-78.55004049109895,-65.47585560243789
2021-06-25,Perak,72,-70.27084343315096,-63.68713275663469,-46.16619784341304
2021-06-25,Perlis,0,-94.53422392713514,-91.89769192218759,-90.4043600562588
2021-06-25,Penang,270,-66.92930682588562,-59.72517156335844,-50.45124238162213
2021-06-25,Sabah,156,-67.10457219348488,-67.17130920311405,-42.80707923112986
2021-06-25,Sarawak,673,-69.54809138833077,-65.04962331524152,-52.15775902484763
2021-06-25,Selangor,2187,12.95478537591077,44.57301735853583,52.49531176746367
2021-06-25,Terengganu,46,-94.51184257008714,-91.81633496444721,-88.67205813408346
2021-06-25,Kuala Lumpur,771,-21.385096530654792,1.1750765617350334,-17.15775902484763
2021-06-25,Labuan,123,-99.49343528548043,-99.38457617896896,-99.53000468823254
2021-06-25,Putrajaya,14,-96.31420496377052,-94.0781129001541,-97.80942334739802
2021-06-26,Johor,329,-49.54078843441992,-35.89248889262892,-20.169948429442098
2021-06-26,Kedah,186,-82.23373403791318,-75.21351942772125,-65.42662916080637
2021-06-26,Kelantan,103,-93.13613515687051,-90.27096159631344,-78.71542428504455
2021-06-26,Melaka,355,-88.60338535985699,-84.96736012003218,-80.71261134552275
2021-06-26,Negeri Sembilan,741,-85.24021344077859,-80.94094023159477,-78.01804969526489
2021-06-26,Pahang,220,-83.03139455058167,-79.82551862505377,-69.43506797937178
2021-06-26,Perak,137,-70.66146719190094,-64.56229922666601,-50.3750586029067
2021-06-26,Perlis,4,-94.93965806536379,-92.7518037021504,-91.36193155180496
2021-06-26,Penang,160,-68.11731478425408,-61.70342663377411,-56.385372714486635
2021-06-26,Sabah,189,-69.49923924109515,-69.49550168931522,-49.8089545241444
2021-06-26,Sarawak,491,-71.04794625490128,-66.98352044638669,-59.26980778246601
2021-06-26,Selangor,2108,9.921697026332765,39.26716732312101,29.505391467416775
2021-06-26,Terengganu,29,-92.20985091943858,-89.43892657875254,-82.1812001875293
2021-06-26,Kuala Lumpur,628,-29.18715470367014,-6.0442291581565,-32.29254571026723
2021-06-26,Labuan,99,-99.55930831659452,-99.46947632079852,-99.7585560243788
2021-06-26,Putrajaya,24,-96.66617252682896,-94.4125349676497,-98.81270511017345
2021-06-27,Johor,312,-52.67238238631411,-39.6642083555776,-30.567276136896393
2021-06-27,Kedah,129,-82.28808481484332,-75.16936590291743,-65.2625410220347
2021-06-27,Kelantan,133,-92.65289126376885,-89.48403403773423,-75.92475386779184
2021-06-27,Melaka,380,-90.75086275295942,-87.28071863949907,-86.28809188935772
2021-06-27,Negeri Sembilan,501,-87.68718654874915,-83.49073815085993,-83.8947491795593
2021-06-27,Pahang,118,-85.98382712087191,-82.30506610593507,-77.14721050164088
2021-06-27,Perak,229,-75.96090280868071,-69.20046347573413,-64.20182841068917
2021-06-27,Perlis,0,-96.01962762119194,-94.20839305358759,-93.84083450539147
2021-06-27,Penang,138,-74.12129341586066,-67.36877357793114,-67.91373652133146
2021-06-27,Sabah,190,-75.56646592984107,-74.38836636387207,-63.601734646038445
2021-06-27,Sarawak,513,-75.74040499480049,-71.18123965790556,-73.42592592592592
2021-06-27,Selangor,2212,-5.9992951254095095,22.15229354735073,-6.93975621190811
2021-06-27,Terengganu,16,-91.48585546589351,-88.43279857373213,-78.70253164556962
2021-06-27,Kuala Lumpur,628,-38.43037885144126,-15.554203391712973,-49.940225035161745
2021-06-27,Labuan,83,-99.66082573115541,-99.60398103987683,-99.9507735583685
2021-06-27,Putrajaya,4,-96.83403270468891,-94.65360776202613,-99.04477262072199
2021-06-28,Johor,243,-46.18195463022613,-32.00684243358148,-10.332864510079698
2021-06-28,Kedah,194,-80.8095060531209,-73.07738825086969,-61.61275199249883
2021-06-28,Kelantan,101,-92.65747806039843,-89.49384593213507,-75.55438349742147
2021-06-28,Melaka,183,-87.06363088887007,-83.33136300500168,-78.02625410220347
2021-06-28,Negeri Sembilan,629,-84.07320527420823,-79.33560528656693,-74.74917955930613
2021-06-28,Pahang,111,-80.93075221945003,-77.75650353143025,-64.57454289732772
2021-06-28,Perak,400,-68.72799425600431,-62.53730138153517,-45.44538209095171
2021-06-28,Perlis,5,-94.30267359125591,-91.65689168043342,-89.98007501172059
2021-06-28,Penang,88,-65.38546292175906,-58.639185640019996,-49.82887951242382
2021-06-28,Sabah,258,-67.76172752024097,-67.2647266143888,-43.32278481012658
2021-06-28,Sarawak,409,-68.86604025577195,-64.55180595070954,-52.03234880450071
2021-06-28,Selangor,1989,10.895286057920472,42.7679013414018,52.66877637130803
2021-06-28,Terengganu,23,-91.56827964870111,-88.49105669673718,-78.17744960150024
2021-06-28,Kuala Lumpur,469,-22.85190435644826,0.8367706193724178,-17.931317393342706
2021-06-28,Labuan,108,-99.53526908124668,-99.40726618477092,-99.54758556024379
2021-06-28,Putrajaya,8,-96.32860087367423,-94.08179236055442,-97.8047351148617
2021-06-29,Johor,271,-45.59882356955842,-31.26004824862796,-8.866619784341301
2021-06-29,Kedah,284,-80.61083697018873,-72.85525786373937,-61.05368026254102
2021-06-29,Kelantan,131,-92.47527723524477,-89.25154665095855,-75.2625410220347
2021-06-29,Melaka,252,-87.13953408369825,-83.22016153512538,-77.81293952180029
2021-06-29,Negeri Sembilan,700,-84.56697669451397,-79.66784693308459,-74.74097515236755
2021-06-29,Pahang,250,-81.12908972672224,-77.84099484432646,-64.13970932958276
2021-06-29,Perak,184,-69.58884756320212,-62.88392017887629,-44.97187060478199
2021-06-29,Perlis,0,-94.43812224835376,-91.76604900564286,-89.92616033755274
2021-06-29,Penang,115,-67.21125666208033,-59.57138374625623,-49.759728082512886
2021-06-29,Sabah,178,-62.2782397808727,-64.24477542174964,-39.55461790904828
2021-06-29,Sarawak,242,-68.99510608141537,-64.65905540756327,-51.9116268166901
2021-06-29,Selangor,2299,12.744925614454594,44.9000805052308,54.84294421003282
2021-06-29,Terengganu,21,-91.38793012098229,-88.2571384086947,-78.08837318330988
2021-06-29,Kuala Lumpur,1361,-19.781734795563576,3.5552104736521706,-16.344350679793717
2021-06-29,Labuan,117,-98.90615952906309,-98.87006496632442,-99.09985935302392
2021-06-29,Putrajaya,32,-96.29182360672253,-94.04138643430647,-97.75785278949836
2021-06-30,Johor,299,-42.230981959935434,-28.63032427288923,-6.666666666666665
2021-06-30,Kedah,226,-79.2819922502479,-71.50305616662232,-59.80543834974215
2021-06-30,Kelantan,159,-92.19924049831954,-88.93572629993122,-75.10314111579935
2021-06-30,Melaka,223,-86.4922431328263,-82.67478373801151,-77.28902953586498
2021-06-30,Negeri Sembilan,644,-83.42334461197152,-78.71493482755766,-74.03539615564931
2021-06-30,Pahang,210,-80.39498121554807,-77.26604508769893,-63.48452883263009
2021-06-30,Perak,137,-66.53481468443599,-60.51598299680466,-42.94421003281763
2021-06-30,Perlis,5,-94.11350967724287,-91.44205207594815,-89.69760900140646
2021-06-30,Penang,131,-62.912875594055784,-56.80177213714984,-47.80942334739803
2021-06-30,Sabah,242,-64.0278816446208,-64.95940839727815,-40.05508673230192
