date,state,cases_import,cases_new,cases_recovered
2020-11-29,Labuan,0,35,8.0
2020-11-29,Putrajaya,0,0,1.0
2020-11-30,Johor,0,54,17.0
2020-11-30,Kedah,0,31,4.0
2020-11-30,Kelantan,0,1,8.0
2020-11-30,Melaka,0,0,4.0
2020-11-30,Negeri Sembilan,0,141,49.0
2020-11-30,Pahang,0,2,0.0
2020-11-30,Perak,0,43,64.0
2020-11-30,Perlis,0,0,1.0
2020-11-30,Penang,0,60,19.0
2020-11-30,Sabah,0,326,459.0
2020-11-30,Sarawak,0,2,4.0
2020-11-30,Selangor,4,402,1320.0
2020-11-30,Terengganu,0,0,1.0
2020-11-30,Kuala Lumpur,5,119,139.0
2020-11-30,Labuan,0,30,22.0
2020-11-30,Putrajaya,0,1,1.0
2020-12-01,Johor,0,68,22.0
2020-12-01,Kedah,0,21,13.0
2020-12-01,Kelantan,0,10,7.0
2020-12-01,Melaka,0,0,0.0
2020-12-01,Negeri Sembilan,0,146,70.0
2020-12-01,Pahang,0,0,0.0
2020-12-01,Perak,0,13,70.0
2020-12-01,Perlis,0,0,0.0
2020-12-01,Penang,0,29,19.0
2020-12-01,Sabah,0,267,401.0
2020-12-01,Sarawak,0,1,13.0
2020-12-01,Selangor,2,891,876.0
2020-12-01,Terengganu,0,0,0.0
2020-12-01,Kuala Lumpur,3,26,44.0
2020-12-01,Labuan,0,0,17.0
2020-12-01,Putrajaya,0,0,0.0
2020-12-02,Johor,0,102,20.0
2020-12-02,Kedah,0,26,21.0
2020-12-02,Kelantan,0,2,11.0
2020-12-02,Melaka,0,1,2.0
2020-12-02,Negeri Sembilan,0,62,59.0
2020-12-02,Pahang,0,1,0.0
2020-12-02,Perak,0,34,49.0
2020-12-02,Perlis,0,0,0.0
2020-12-02,Penang,0,60,36.0
2020-12-02,Sabah,0,229,260.0
2020-12-02,Sarawak,0,0,0.0
2020-12-02,Selangor,0,249,164.0
2020-12-02,Terengganu,0,0,4.0
2020-12-02,Kuala Lumpur,4,85,23.0
2020-12-02,Labuan,0,0,8.0
2020-12-02,Putrajaya,0,0,1.0
2020-12-03,Johor,0,78,4.0
2020-12-03,Kedah,0,32,17.0
2020-12-03,Kelantan,0,9,11.0
2020-12-03,Melaka,0,2,0.0
2020-12-03,Negeri Sembilan,0,52,54.0
2020-12-03,Pahang,0,4,1.0
2020-12-03,Perak,0,26,118.0
2020-12-03,Perlis,0,0,0.0
2020-12-03,Penang,0,43,48.0
2020-12-03,Sabah,0,310,409.0
2020-12-03,Sarawak,0,1,2.0
2020-12-03,Selangor,1,459,106.0
2020-12-03,Terengganu,0,1,0.0
2020-12-03,Kuala Lumpur,1,49,166.0
2020-12-03,Labuan,0,9,11.0
2020-12-03,Putrajaya,0,0,1.0
2020-12-04,Johor,0,69,27.0
2020-12-04,Kedah,0,24,23.0
2020-12-04,Kelantan,0,20,2.0
2020-12-04,Melaka,0,0,1.0
2020-12-04,Negeri Sembilan,0,15,268.0
2020-12-04,Pahang,0,15,0.0
2020-12-04,Perak,0,47,83.0
2020-12-04,Perlis,0,1,0.0
2020-12-04,Penang,0,48,71.0
2020-12-04,Sabah,0,320,405.0
2020-12-04,Sarawak,1,1,1.0
2020-12-04,Selangor,1,320,206.0
2020-12-04,Terengganu,0,0,1.0
2020-12-04,Kuala Lumpur,1,256,39.0
2020-12-04,Labuan,0,3,14.0
2020-12-04,Putrajaya,0,2,3.0
2020-12-05,Johor,0,66,20.0
2020-12-05,Kedah,0,30,27.0
2020-12-05,Kelantan,0,35,12.0
2020-12-05,Melaka,0,5,1.0
2020-12-05,Negeri Sembilan,0,10,174.0
2020-12-05,Pahang,0,2,3.0
2020-12-05,Perak,0,39,66.0
2020-12-05,Perlis,0,0,0.0
2020-12-05,Penang,0,44,64.0
2020-12-05,Sabah,0,391,265.0
2020-12-05,Sarawak,0,1,1.0
2020-12-05,Selangor,5,221,198.0
2020-12-05,Terengganu,0,0,0.0
2020-12-05,Kuala Lumpur,0,265,285.0
2020-12-05,Labuan,0,10,25.0
2020-12-05,Putrajaya,0,4,2.0
2020-12-06,Johor,0,125,20.0
2020-12-06,Kedah,0,17,26.0
2020-12-06,Kelantan,0,2,11.0
2020-12-06,Melaka,0,3,0.0
2020-12-06,Negeri Sembilan,0,258,85.0
2020-12-06,Pahang,0,4,0.0
2020-12-06,Perak,0,108,119.0
2020-12-06,Perlis,0,0,1.0
2020-12-06,Penang,0,31,48.0
2020-12-06,Sabah,0,250,193.0
2020-12-06,Sarawak,0,0,0.0
2020-12-06,Selangor,2,337,240.0
2020-12-06,Terengganu,0,1,0.0
2020-12-06,Kuala Lumpur,1,178,314.0
2020-12-06,Labuan,0,21,11.0
2020-12-06,Putrajaya,0,0,1.0
2020-12-07,Johor,0,98,34.0
2020-12-07,Kedah,0,18,15.0
2020-12-07,Kelantan,0,3,12.0
2020-12-07,Melaka,0,1,2.0
2020-12-07,Negeri Sembilan,0,541,125.0
2020-12-07,Pahang,0,1,2.0
2020-12-07,Perak,0,54,33.0
2020-12-07,Perlis,0,0,0.0
2020-12-07,Penang,0,55,53.0
2020-12-07,Sabah,0,248,299.0
2020-12-07,Sarawak,1,2,1.0
2020-12-07,Selangor,2,426,383.0
2020-12-07,Terengganu,0,0,1.0
2020-12-07,Kuala Lumpur,0,148,61.0
2020-12-07,Labuan,0,5,12.0
2020-12-07,Putrajaya,0,0,0.0
2020-12-08,Johor,0,108,38.0
2020-12-08,Kedah,0,10,48.0
2020-12-08,Kelantan,0,2,15.0
2020-12-08,Melaka,0,0,0.0
2020-12-08,Negeri Sembilan,0,23,102.0
2020-12-08,Pahang,0,33,1.0
2020-12-08,Perak,0,29,100.0
2020-12-08,Perlis,0,0,0.0
2020-12-08,Penang,0,18,46.0
2020-12-08,Sabah,0,271,237.0
2020-12-08,Sarawak,1,2,2.0
2020-12-08,Selangor,1,417,990.0
2020-12-08,Terengganu,0,0,0.0
2020-12-08,Kuala Lumpur,5,98,164.0
2020-12-08,Labuan,0,0,6.0
2020-12-08,Putrajaya,0,1,1.0
2020-12-09,Johor,0,100,80.0
2020-12-09,Kedah,0,16,42.0
2020-12-09,Kelantan,0,17,5.0
2020-12-09,Melaka,0,2,1.0
2020-12-09,Negeri Sembilan,0,33,207.0
2020-12-09,Pahang,0,119,0.0
2020-12-09,Perak,0,33,48.0
2020-12-09,Perlis,0,0,0.0
2020-12-09,Penang,0,29,25.0
2020-12-09,Sabah,0,203,387.0
2020-12-09,Sarawak,0,0,3.0
2020-12-09,Selangor,1,277,188.0
2020-12-09,Terengganu,0,0,0.0
2020-12-09,Kuala Lumpur,5,129,81.0
2020-12-09,Labuan,0,1,1.0
2020-12-09,Putrajaya,0,0,0.0
2020-12-10,Johor,0,100,44.0
2020-12-10,Kedah,0,14,36.0
2020-12-10,Kelantan,0,3,5.0
2020-12-10,Melaka,0,5,2.0
2020-12-10,Negeri Sembilan,0,67,54.0
2020-12-10,Pahang,0,45,2.0
2020-12-10,Perak,1,115,45.0
2020-12-10,Perlis,0,0,0.0
2020-12-10,Penang,0,42,53.0
2020-12-10,Sabah,0,274,268.0
2020-12-10,Sarawak,0,1,0.0
2020-12-10,Selangor,0,1428,229.0
2020-12-10,Terengganu,0,3,0.0
2020-12-10,Kuala Lumpur,4,136,144.0
2020-12-10,Labuan,0,0,230.0
2020-12-10,Putrajaya,0,1,0.0
2020-12-11,Johor,1,69,56.0
2020-12-11,Kedah,0,22,36.0
2020-12-11,Kelantan,0,2,3.0
2020-12-11,Melaka,0,5,0.0
2020-12-11,Negeri Sembilan,0,64,101.0
2020-12-11,Pahang,0,96,0.0
2020-12-11,Perak,0,12,40.0
2020-12-11,Perlis,0,0,0.0
2020-12-11,Penang,0,34,36.0
2020-12-11,Sabah,0,532,233.0
2020-12-11,Sarawak,1,1,2.0
2020-12-11,Selangor,8,829,299.0
2020-12-11,Terengganu,0,2,1.0
2020-12-11,Kuala Lumpur,1,132,120.0
2020-12-11,Labuan,0,8,9.0
2020-12-11,Putrajaya,0,2,1.0
2020-12-12,Johor,0,105,49.0
2020-12-12,Kedah,0,16,18.0
2020-12-12,Kelantan,0,1,2.0
2020-12-12,Melaka,0,15,3.0
2020-12-12,Negeri Sembilan,0,49,36.0
2020-12-12,Pahang,0,79,9.0
2020-12-12,Perak,0,62,41.0
2020-12-12,Perlis,0,0,0.0
2020-12-12,Penang,0,102,39.0
2020-12-12,Sabah,0,429,281.0
2020-12-12,Sarawak,0,1,0.0
2020-12-12,Selangor,0,823,205.0
2020-12-12,Terengganu,0,6,0.0
2020-12-12,Kuala Lumpur,2,238,222.0
2020-12-12,Labuan,0,11,5.0
2020-12-12,Putrajaya,0,0,1.0
2020-12-13,Johor,0,103,54.0
2020-12-13,Kedah,0,13,23.0
2020-12-13,Kelantan,0,0,12.0
2020-12-13,Melaka,0,7,0.0
2020-12-13,Negeri Sembilan,0,29,42.0
2020-12-13,Pahang,0,28,0.0
2020-12-13,Perak,0,105,29.0
2020-12-13,Perlis,0,1,0.0
2020-12-13,Penang,0,26,44.0
2020-12-13,Sabah,0,333,245.0
2020-12-13,Sarawak,0,0,0.0
2020-12-13,Selangor,2,435,730.0
2020-12-13,Terengganu,0,12,0.0
2020-12-13,Kuala Lumpur,0,131,122.0
2020-12-13,Labuan,0,6,6.0
2020-12-13,Putrajaya,0,0,2.0
2020-12-14,Johor,0,45,20.0
2020-12-14,Kedah,0,5,19.0
2020-12-14,Kelantan,0,2,23.0
2020-12-14,Melaka,0,1,4.0
2020-12-14,Negeri Sembilan,0,260,212.0
2020-12-14,Pahang,0,0,30.0
2020-12-14,Perak,0,62,108.0
2020-12-14,Perlis,0,0,0.0
2020-12-14,Penang,0,31,22.0
2020-12-14,Sabah,0,283,434.0
2020-12-14,Sarawak,0,0,1.0
2020-12-14,Selangor,1,532,258.0
2020-12-14,Terengganu,0,9,0.0
2020-12-14,Kuala Lumpur,0,124,73.0
2020-12-14,Labuan,0,16,0.0
2020-12-14,Putrajaya,0,1,0.0
2020-12-15,Johor,0,48,42.0
2020-12-15,Kedah,0,20,18.0
2020-12-15,Kelantan,0,3,21.0
2020-12-15,Melaka,0,5,0.0
2020-12-15,Negeri Sembilan,0,67,275.0
2020-12-15,Pahang,0,8,2.0
2020-12-15,Perak,0,110,59.0
2020-12-15,Perlis,0,0,1.0
2020-12-15,Penang,1,34,33.0
2020-12-15,Sabah,0,260,400.0
2020-12-15,Sarawak,0,0,0.0
2020-12-15,Selangor,1,501,171.0
2020-12-15,Terengganu,0,7,0.0
2020-12-15,Kuala Lumpur,10,698,37.0
2020-12-15,Labuan,0,11,22.0
2020-12-15,Putrajaya,0,0,3.0
2020-12-16,Johor,1,105,161.0
2020-12-16,Kedah,0,9,21.0
2020-12-16,Kelantan,0,1,6.0
2020-12-16,Melaka,0,14,5.0
2020-12-16,Negeri Sembilan,0,60,147.0
2020-12-16,Pahang,0,13,1.0
2020-12-16,Perak,0,35,37.0
2020-12-16,Perlis,0,0,0.0
2020-12-16,Penang,0,69,53.0
2020-12-16,Sabah,0,268,458.0
2020-12-16,Sarawak,0,0,2.0
2020-12-16,Selangor,4,481,102.0
2020-12-16,Terengganu,0,1,2.0
2020-12-16,Kuala Lumpur,4,232,53.0
2020-12-16,Labuan,1,3,4.0
2020-12-16,Putrajaya,0,4,0.0
2020-12-17,Johor,0,67,102.0
2020-12-17,Kedah,0,9,7.0
2020-12-17,Kelantan,0,10,13.0
2020-12-17,Melaka,0,98,0.0
2020-12-17,Negeri Sembilan,0,33,58.0
2020-12-17,Pahang,0,4,11.0
2020-12-17,Perak,0,41,45.0
2020-12-17,Perlis,0,0,0.0
2020-12-17,Penang,0,80,58.0
2020-12-17,Sabah,0,184,263.0
2020-12-17,Sarawak,6,9,1.0
2020-12-17,Selangor,0,368,636.0
2020-12-17,Terengganu,0,2,0.0
2020-12-17,Kuala Lumpur,0,297,97.0
2020-12-17,Labuan,0,16,5.0
2020-12-17,Putrajaya,0,2,1.0
2020-12-18,Johor,2,77,73.0
2020-12-18,Kedah,0,4,10.0
2020-12-18,Kelantan,0,1,3.0
2020-12-18,Melaka,0,140,0.0
2020-12-18,Negeri Sembilan,0,174,142.0
2020-12-18,Pahang,0,6,23.0
2020-12-18,Perak,0,65,86.0
2020-12-18,Perlis,0,0,0.0
2020-12-18,Penang,0,37,58.0
2020-12-18,Sabah,1,260,274.0
2020-12-18,Sarawak,0,1,3.0
2020-12-18,Selangor,2,692,469.0
2020-12-18,Terengganu,0,4,1.0
2020-12-18,Kuala Lumpur,3,197,58.0
2020-12-18,Labuan,0,19,10.0
2020-12-18,Putrajaya,0,6,4.0
2020-12-19,Johor,0,75,112.0
2020-12-19,Kedah,0,13,14.0
2020-12-19,Kelantan,0,10,20.0
2020-12-19,Melaka,0,3,6.0
2020-12-19,Negeri Sembilan,0,18,58.0
2020-12-19,Pahang,0,16,6.0
2020-12-19,Perak,0,82,33.0
2020-12-19,Perlis,0,0,0.0
2020-12-19,Penang,0,30,25.0
2020-12-19,Sabah,0,199,341.0
2020-12-19,Sarawak,0,2,1.0
2020-12-19,Selangor,0,401,262.0
2020-12-19,Terengganu,0,0,2.0
2020-12-19,Kuala Lumpur,2,281,114.0
2020-12-19,Labuan,0,19,4.0
2020-12-19,Putrajaya,0,4,0.0
2020-12-20,Johor,0,156,107.0
2020-12-20,Kedah,0,6,17.0
2020-12-20,Kelantan,0,1,1.0
2020-12-20,Melaka,0,1,0.0
2020-12-20,Negeri Sembilan,0,169,58.0
2020-12-20,Pahang,0,12,152.0
2020-12-20,Perak,0,10,53.0
2020-12-20,Perlis,0,0,0.0
2020-12-20,Penang,0,30,30.0
2020-12-20,Sabah,0,196,266.0
2020-12-20,Sarawak,2,3,1.0
2020-12-20,Selangor,1,441,290.0
2020-12-20,Terengganu,0,2,7.0
2020-12-20,Kuala Lumpur,0,284,72.0
2020-12-20,Labuan,0,27,12.0
2020-12-20,Putrajaya,0,2,1.0
2020-12-21,Johor,1,278,36.0
2020-12-21,Kedah,0,3,18.0
2020-12-21,Kelantan,0,6,2.0
2020-12-21,Melaka,0,9,2.0
2020-12-21,Negeri Sembilan,0,58,224.0
2020-12-21,Pahang,0,12,18.0
2020-12-21,Perak,0,21,109.0
2020-12-21,Perlis,0,0,0.0
2020-12-21,Penang,0,18,54.0
2020-12-21,Sabah,0,247,318.0
2020-12-21,Sarawak,0,0,3.0
2020-12-21,Selangor,1,1204,213.0
2020-12-21,Terengganu,0,1,16.0
2020-12-21,Kuala Lumpur,4,127,55.0
2020-12-21,Labuan,1,29,15.0
2020-12-21,Putrajaya,0,5,1.0
2020-12-22,Johor,0,167,34.0
2020-12-22,Kedah,0,5,8.0
2020-12-22,Kelantan,0,4,1.0
2020-12-22,Melaka,0,9,9.0
2020-12-22,Negeri Sembilan,0,57,56.0
2020-12-22,Pahang,0,6,9.0
2020-12-22,Perak,0,17,51.0
2020-12-22,Perlis,0,0,0.0
2020-12-22,Penang,0,23,56.0
2020-12-22,Sabah,0,252,394.0
2020-12-22,Sarawak,0,0,4.0
2020-12-22,Selangor,1,1014,231.0
2020-12-22,Terengganu,0,0,9.0
2020-12-22,Kuala Lumpur,3,504,42.0
2020-12-22,Labuan,0,2,5.0
2020-12-22,Putrajaya,0,2,2.0
2020-12-23,Johor,0,118,29.0
2020-12-23,Kedah,0,14,14.0
2020-12-23,Kelantan,0,4,0.0
2020-12-23,Melaka,0,124,12.0
2020-12-23,Negeri Sembilan,0,31,48.0
2020-12-23,Pahang,0,45,5.0
2020-12-23,Perak,0,8,92.0
2020-12-23,Perlis,0,0,0.0
2020-12-23,Penang,0,43,33.0
2020-12-23,Sabah,0,189,284.0
2020-12-23,Sarawak,1,4,0.0
2020-12-23,Selangor,12,535,145.0
2020-12-23,Terengganu,0,1,3.0
2020-12-23,Kuala Lumpur,3,226,35.0
2020-12-23,Labuan,0,2,9.0
2020-12-23,Putrajaya,0,4,1.0
2020-12-24,Johor,0,115,58.0
2020-12-24,Kedah,0,4,14.0
2020-12-24,Kelantan,0,9,3.0
2020-12-24,Melaka,0,76,2.0
2020-12-24,Negeri Sembilan,0,144,57.0
2020-12-24,Pahang,0,12,10.0
2020-12-24,Perak,0,26,30.0
2020-12-24,Perlis,0,0,0.0
2020-12-24,Penang,0,37,75.0
2020-12-24,Sabah,0,249,230.0
2020-12-24,Sarawak,1,2,1.0
2020-12-24,Selangor,1,491,479.0
2020-12-24,Terengganu,0,7,2.0
2020-12-24,Kuala Lumpur,0,379,102.0
2020-12-24,Labuan,0,26,21.0
2020-12-24,Putrajaya,0,4,1.0
2020-12-25,Johor,0,205,123.0
2020-12-25,Kedah,0,0,5.0
2020-12-25,Kelantan,0,4,5.0
2020-12-25,Melaka,0,14,0.0
2020-12-25,Negeri Sembilan,0,89,55.0
2020-12-25,Pahang,0,11,82.0
2020-12-25,Perak,0,55,25.0
2020-12-25,Perlis,0,0,0.0
2020-12-25,Penang,0,25,48.0
2020-12-25,Sabah,0,225,244.0
2020-12-25,Sarawak,1,3,0.0
2020-12-25,Selangor,0,461,671.0
2020-12-25,Terengganu,0,0,2.0
2020-12-25,Kuala Lumpur,0,140,166.0
2020-12-25,Labuan,1,8,14.0
2020-12-25,Putrajaya,0,7,1.0
2020-12-26,Johor,0,412,25.0
2020-12-26,Kedah,0,16,18.0
2020-12-26,Kelantan,0,54,1.0
2020-12-26,Melaka,0,5,2.0
2020-12-26,Negeri Sembilan,0,33,61.0
2020-12-26,Pahang,0,19,11.0
2020-12-26,Perak,0,26,100.0
2020-12-26,Perlis,0,1,1.0
2020-12-26,Penang,0,58,25.0
2020-12-26,Sabah,0,248,214.0
2020-12-26,Sarawak,0,6,1.0
2020-12-26,Selangor,1,710,283.0
2020-12-26,Terengganu,0,0,3.0
2020-12-26,Kuala Lumpur,10,728,106.0
2020-12-26,Labuan,0,16,17.0
2020-12-26,Putrajaya,0,3,6.0
2020-12-27,Johor,0,194,64.0
2020-12-27,Kedah,0,27,6.0
2020-12-27,Kelantan,0,31,6.0
2020-12-27,Melaka,0,23,13.0
2020-12-27,Negeri Sembilan,0,39,135.0
2020-12-27,Pahang,0,9,0.0
2020-12-27,Perak,0,30,67.0
2020-12-27,Perlis,0,0,0.0
2020-12-27,Penang,0,37,29.0
2020-12-27,Sabah,0,186,219.0
2020-12-27,Sarawak,3,3,0.0
2020-12-27,Selangor,2,392,349.0
2020-12-27,Terengganu,0,5,1.0
2020-12-27,Kuala Lumpur,0,202,75.0
2020-12-27,Labuan,0,12,32.0
2020-12-27,Putrajaya,0,6,1.0
2020-12-28,Johor,0,191,6.0
2020-12-28,Kedah,0,12,9.0
2020-12-28,Kelantan,0,28,8.0
2020-12-28,Melaka,0,14,8.0
2020-12-28,Negeri Sembilan,0,160,109.0
2020-12-28,Pahang,0,11,8.0
2020-12-28,Perak,0,47,13.0
2020-12-28,Perlis,0,0,0.0
2020-12-28,Penang,0,69,36.0
2020-12-28,Sabah,0,157,248.0
2020-12-28,Sarawak,2,2,0.0
2020-12-28,Selangor,0,697,516.0
2020-12-28,Terengganu,0,3,2.0
2020-12-28,Kuala Lumpur,1,194,194.0
2020-12-28,Labuan,0,0,18.0
2020-12-28,Putrajaya,0,9,6.0
2020-12-29,Johor,0,110,214.0
2020-12-29,Kedah,0,8,7.0
2020-12-29,Kelantan,0,31,1.0
2020-12-29,Melaka,0,9,198.0
2020-12-29,Negeri Sembilan,0,60,83.0
2020-12-29,Pahang,0,288,8.0
2020-12-29,Perak,0,17,39.0
2020-12-29,Perlis,0,0,0.0
2020-12-29,Penang,0,57,26.0
2020-12-29,Sabah,1,230,221.0
2020-12-29,Sarawak,1,4,2.0
2020-12-29,Selangor,1,747,221.0
2020-12-29,Terengganu,0,2,0.0
2020-12-29,Kuala Lumpur,7,360,93.0
2020-12-29,Labuan,0,0,7.0
2020-12-29,Putrajaya,0,2,3.0
2020-12-30,Johor,0,607,90.0
2020-12-30,Kedah,0,23,5.0
2020-12-30,Kelantan,0,56,7.0
2020-12-30,Melaka,0,8,8.0
2020-12-30,Negeri Sembilan,0,34,72.0
2020-12-30,Pahang,0,48,17.0
2020-12-30,Perak,0,48,20.0
2020-12-30,Perlis,0,0,0.0
2020-12-30,Penang,0,69,24.0
2020-12-30,Sabah,0,280,212.0
2020-12-30,Sarawak,0,1,4.0
2020-12-30,Selangor,0,472,210.0
2020-12-30,Terengganu,0,2,1.0
2020-12-30,Kuala Lumpur,1,219,63.0
2020-12-30,Labuan,1,2,12.0
2020-12-30,Putrajaya,0,1,0.0
2020-12-31,Johor,0,194,28.0
2020-12-31,Kedah,0,24,8.0
2020-12-31,Kelantan,0,37,6.0
2020-12-31,Melaka,0,239,16.0
2020-12-31,Negeri Sembilan,0,78,70.0
2020-12-31,Pahang,0,15,43.0
2020-12-31,Perak,0,33,3.0
2020-12-31,Perlis,0,0,0.0
2020-12-31,Penang,0,92,8.0
2020-12-31,Sabah,0,299,162.0
2020-12-31,Sarawak,0,2,1.0
2020-12-31,Selangor,0,1205,871.0
2020-12-31,Terengganu,0,17,1.0
2020-12-31,Kuala Lumpur,5,222,248.0
2020-12-31,Labuan,8,63,12.0
2020-12-31,Putrajaya,0,5,4.0
2021-01-01,Johor,0,112,31.0
2021-01-01,Kedah,0,20,5.0
2021-01-01,Kelantan,0,53,1.0
2021-01-01,Melaka,0,23,9.0
2021-01-01,Negeri Sembilan,0,51,23.0
2021-01-01,Pahang,0,16,2.0
2021-01-01,Perak,0,51,21.0
2021-01-01,Perlis,0,0,1.0
2021-01-01,Penang,0,226,69.0
2021-01-01,Sabah,0,254,232.0
2021-01-01,Sarawak,0,8,2.0
2021-01-01,Selangor,0,776,924.0
2021-01-01,Terengganu,0,14,3.0
2021-01-01,Kuala Lumpur,1,457,895.0
2021-01-01,Labuan,1,3,7.0
2021-01-01,Putrajaya,0,4,5.0
2021-01-02,Johor,0,580,30.0
2021-01-02,Kedah,0,47,4.0
2021-01-02,Kelantan,0,26,13.0
2021-01-02,Melaka,0,95,49.0
2021-01-02,Negeri Sembilan,0,131,159.0
2021-01-02,Pahang,0,29,63.0
2021-01-02,Perak,1,12,27.0
2021-01-02,Perlis,0,0,0.0
2021-01-02,Penang,0,288,42.0
2021-01-02,Sabah,0,259,281.0
2021-01-02,Sarawak,0,5,2.0
2021-01-02,Selangor,2,638,1794.0
2021-01-02,Terengganu,0,16,1.0
2021-01-02,Kuala Lumpur,6,156,836.0
2021-01-02,Labuan,0,1,17.0
2021-01-02,Putrajaya,0,12,3.0
2021-01-03,Johor,0,179,158.0
2021-01-03,Kedah,0,53,12.0
2021-01-03,Kelantan,0,47,11.0
2021-01-03,Melaka,0,6,12.0
2021-01-03,Negeri Sembilan,0,72,83.0
2021-01-03,Pahang,0,21,9.0
2021-01-03,Perak,0,75,40.0
2021-01-03,Perlis,0,0,0.0
2021-01-03,Penang,0,103,60.0
2021-01-03,Sabah,0,316,234.0
2021-01-03,Sarawak,0,10,0.0
2021-01-03,Selangor,1,673,1173.0
2021-01-03,Terengganu,0,4,3.0
2021-01-03,Kuala Lumpur,4,112,921.0
2021-01-03,Labuan,0,16,9.0
2021-01-03,Putrajaya,0,17,1.0
2021-01-04,Johor,0,295,149.0
2021-01-04,Kedah,0,45,13.0
2021-01-04,Kelantan,0,50,23.0
2021-01-04,Melaka,0,34,0.0
2021-01-04,Negeri Sembilan,0,56,107.0
2021-01-04,Pahang,0,12,21.0
2021-01-04,Perak,0,34,48.0
2021-01-04,Perlis,0,1,0.0
2021-01-04,Penang,0,55,22.0
2021-01-04,Sabah,0,303,156.0
2021-01-04,Sarawak,1,8,0.0
2021-01-04,Selangor,2,687,330.0
2021-01-04,Terengganu,0,4,2.0
2021-01-04,Kuala Lumpur,5,150,120.0
2021-01-04,Labuan,0,1,8.0
2021-01-04,Putrajaya,0,6,11.0
2021-01-05,Johor,9,428,253.0
2021-01-05,Kedah,0,47,17.0
2021-01-05,Kelantan,0,42,54.0
2021-01-05,Melaka,0,21,16.0
2021-01-05,Negeri Sembilan,0,98,41.0
2021-01-05,Pahang,0,25,6.0
2021-01-05,Perak,0,25,31.0
2021-01-05,Perlis,0,0,0.0
2021-01-05,Penang,0,60,35.0
2021-01-05,Sabah,0,383,201.0
2021-01-05,Sarawak,1,13,6.0
2021-01-05,Selangor,0,509,354.0
2021-01-05,Terengganu,0,13,0.0
2021-01-05,Kuala Lumpur,6,313,191.0
2021-01-05,Labuan,0,37,13.0
2021-01-05,Putrajaya,0,13,3.0
2021-01-06,Johor,2,571,34.0
2021-01-06,Kedah,0,42,24.0
2021-01-06,Kelantan,0,43,27.0
2021-01-06,Melaka,0,13,148.0
2021-01-06,Negeri Sembilan,0,125,86.0
2021-01-06,Pahang,0,11,7.0
2021-01-06,Perak,0,34,33.0
2021-01-06,Perlis,0,0,0.0
2021-01-06,Penang,0,77,53.0
2021-01-06,Sabah,0,405,192.0
2021-01-06,Sarawak,0,5,1.0
2021-01-06,Selangor,1,965,390.0
2021-01-06,Terengganu,0,19,6.0
2021-01-06,Kuala Lumpur,1,265,102.0
2021-01-06,Labuan,0,9,24.0
2021-01-06,Putrajaya,0,9,2.0
2021-01-07,Johor,3,1103,61.0
2021-01-07,Kedah,0,30,15.0
2021-01-07,Kelantan,0,66,70.0
2021-01-07,Melaka,0,11,198.0
2021-01-07,Negeri Sembilan,0,63,56.0
2021-01-07,Pahang,0,25,16.0
2021-01-07,Perak,0,59,39.0
2021-01-07,Perlis,0,0,0.0
2021-01-07,Penang,0,111,184.0
2021-01-07,Sabah,0,493,210.0
2021-01-07,Sarawak,1,14,2.0
2021-01-07,Selangor,0,706,655.0
2021-01-07,Terengganu,0,10,15.0
2021-01-07,Kuala Lumpur,2,316,610.0
2021-01-07,Labuan,0,3,11.0
2021-01-07,Putrajaya,0,17,3.0
2021-01-08,Johor,0,298,413.0
2021-01-08,Kedah,0,107,36.0
2021-01-08,Kelantan,0,49,49.0
2021-01-08,Melaka,0,70,10.0
2021-01-08,Negeri Sembilan,0,88,18.0
2021-01-08,Pahang,0,28,0.0
2021-01-08,Perak,0,80,1.0
2021-01-08,Perlis,0,3,0.0
2021-01-08,Penang,0,75,222.0
2021-01-08,Sabah,0,401,298.0
2021-01-08,Sarawak,0,16,0.0
2021-01-08,Selangor,2,1086,1100.0
2021-01-08,Terengganu,0,34,13.0
2021-01-08,Kuala Lumpur,0,282,528.0
2021-01-08,Labuan,0,6,18.0
2021-01-08,Putrajaya,0,20,2.0
2021-01-09,Johor,2,302,63.0
2021-01-09,Kedah,0,65,13.0
2021-01-09,Kelantan,0,61,32.0
2021-01-09,Melaka,0,50,29.0
2021-01-09,Negeri Sembilan,0,351,154.0
2021-01-09,Pahang,0,36,27.0
2021-01-09,Perak,0,42,78.0
2021-01-09,Perlis,0,8,0.0
2021-01-09,Penang,0,273,209.0
2021-01-09,Sabah,0,409,337.0
2021-01-09,Sarawak,1,55,7.0
2021-01-09,Selangor,0,564,373.0
2021-01-09,Terengganu,0,16,9.0
2021-01-09,Kuala Lumpur,2,198,53.0
2021-01-09,Labuan,0,4,8.0
2021-01-09,Putrajaya,0,17,9.0
2021-01-10,Johor,3,321,46.0
2021-01-10,Kedah,0,71,4.0
2021-01-10,Kelantan,0,103,49.0
2021-01-10,Melaka,0,35,0.0
2021-01-10,Negeri Sembilan,0,144,58.0
2021-01-10,Pahang,0,41,9.0
2021-01-10,Perak,0,80,36.0
2021-01-10,Perlis,0,5,0.0
2021-01-10,Penang,0,189,211.0
2021-01-10,Sabah,0,403,236.0
2021-01-10,Sarawak,0,24,2.0
2021-01-10,Selangor,0,730,484.0
2021-01-10,Terengganu,0,29,10.0
2021-01-10,Kuala Lumpur,4,231,118.0
2021-01-10,Labuan,0,17,8.0
